Departure;Arrival;OperatingCarrier;Equipment;Status
{'AirportCode': 'PMI', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:37'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DTM', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:59'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '4099'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'PMI', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:14'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:33'}, 'Terminal': {'Gate': 'A40'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9587'};{'AircraftCode': '32Z'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'PMI', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:28'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:53'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'E6', 'FlightNumber': '1787'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'PMI', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:22'}, 'Terminal': {'Gate': 'D92'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:23'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'WK', 'FlightNumber': '247'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'PMI', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:42'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CGN', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:05'}, 'Terminal': {'Name': '1', 'Gate': 'B30'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '581'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'PMI', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:59'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'LEJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:28'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'E6', 'FlightNumber': '6800'};{'AircraftCode': '31D'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'PMI', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:56'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'PAD', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:22'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'E6', 'FlightNumber': '6808'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'PMI', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:39'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'HAJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:40'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'E6', 'FlightNumber': '6852'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'PMO', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:47'}, 'Terminal': {'Gate': 'B01'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:40'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '1743'};{'AircraftCode': '221'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'POZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:27'}, 'Terminal': {'Gate': '001'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:58'}, 'Terminal': {'Name': '1', 'Gate': 'BSO'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '1391'};{'AircraftCode': 'CR9'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QDL', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:30'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'ZDI', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:46'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:46'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'YY', 'FlightNumber': '7455'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'QDL', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:30'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'ZDI', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:46'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:46'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'YY', 'FlightNumber': '7457'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'QDL', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:30'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'ZDI', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:46'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:46'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'YY', 'FlightNumber': '7459'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'QDU', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:18'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:27'}, 'Terminal': {'Gate': 'T16'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:33'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:37'}, 'Terminal': {'Name': 'TN', 'Gate': 'T04'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3517'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QDU', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:18'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:21'}, 'Terminal': {'Gate': 'T16'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:33'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:31'}, 'Terminal': {'Name': 'TN'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3519'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QDU', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:18'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:19'}, 'Terminal': {'Gate': 'T15'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:33'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:32'}, 'Terminal': {'Name': 'TN'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3521'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QDU', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:34'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:55'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DTZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:22'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:02'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3618'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QDU', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:18'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:42'}, 'Terminal': {'Gate': 'T15'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:33'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:52'}, 'Terminal': {'Name': 'TN'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3523'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:26'}, 'Terminal': {'Gate': 'T06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:31'}, 'Terminal': {'Name': 'TN', 'Gate': 'T04'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3617'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:11'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:17'}, 'Terminal': {'Gate': 'T04'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DTZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:21'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:26'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3614'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:27'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:31'}, 'Terminal': {'Gate': 'T04'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:17'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:25'}, 'Terminal': {'Name': 'TN'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3537'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:01'}, 'Terminal': {'Gate': 'T05'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'XHJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:16'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:33'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3538'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:58'}, 'Terminal': {'Gate': 'T06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:50'}, 'Terminal': {'Name': 'TN'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3621'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:11'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:31'}, 'Terminal': {'Gate': 'T05'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'QDU', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:32'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:53'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3618'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:22'}, 'Terminal': {'Gate': 'T04'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:21'}, 'Terminal': {'Name': 'TN', 'Gate': 'T04'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3539'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:41'}, 'Terminal': {'Gate': 'T05'}, 'Status': {'Code': 'NO', 'Description': 'No Status'}};{'AirportCode': 'XHJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:16'}, 'Status': {'Code': 'NO', 'Description': 'No Status'}};{'AirlineID': '2A', 'FlightNumber': '3540'};{'AircraftCode': 'TRN'};{'Code': 'CD', 'Description': 'Flight Cancelled'}
{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:11'}, 'Terminal': {'Gate': 'T06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:17'}, 'Terminal': {'Name': 'TN', 'Gate': 'T04'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3625'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QLJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:09'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:09'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:21'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:21'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'YY', 'FlightNumber': '9451'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'QLJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:09'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:09'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:21'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:21'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'YY', 'FlightNumber': '9453'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'QLJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:09'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:09'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:21'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:21'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'YY', 'FlightNumber': '9455'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'QLS', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:20'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'ZHF', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:03'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:03'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'YY', 'FlightNumber': '9419'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'QLS', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:20'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'ZHF', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:03'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:03'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'YY', 'FlightNumber': '9421'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'QLS', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:20'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'ZHF', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:03'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:03'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'YY', 'FlightNumber': '9423'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'QLS', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:20'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'ZHF', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:03'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:03'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'YY', 'FlightNumber': '9425'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'QPP', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:29'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:33'}, 'Terminal': {'Gate': 'T14'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZEU', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:52'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:06'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3699'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QUL', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:47'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:50'}, 'Terminal': {'Gate': 'T01'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZWS', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:46'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3419'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QUL', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:12'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:11'}, 'Terminal': {'Gate': 'T02'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZMU', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:26'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:21'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3414'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QUL', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:47'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:47'}, 'Terminal': {'Gate': 'T01'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZWS', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:45'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3425'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QUL', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:18'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:09'}, 'Terminal': {'Gate': 'T02'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZMU', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:32'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:27'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3416'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QWU', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:04'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:15'}, 'Terminal': {'Gate': 'T04'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZAQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:07'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3468'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QWU', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:00'}, 'Terminal': {'Gate': 'T06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:23'}, 'Terminal': {'Name': 'TN'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3481'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QWU', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:04'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:11'}, 'Terminal': {'Gate': 'T04'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZAQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:59'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:01'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3470'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QWU', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:05'}, 'Terminal': {'Gate': 'T06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:28'}, 'Terminal': {'Name': 'TN'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3483'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QWU', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:04'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:05'}, 'Terminal': {'Gate': 'T04'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZAQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:58'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:05'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3472'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'QWU', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:56'}, 'Terminal': {'Gate': 'T06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:28'}, 'Terminal': {'Name': 'TN', 'Gate': 'T04'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3485'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
