Departure;Arrival;OperatingCarrier;Equipment;Status
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:26'}, 'Terminal': {'Name': '3', 'Gate': 'F12'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CDG', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:29'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '417'};{'AircraftCode': '321'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:22'}, 'Terminal': {'Name': '3', 'Gate': 'F27'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VCE', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:25'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '529'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:19'}, 'Terminal': {'Name': '3', 'Gate': 'F07'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'LEJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:18'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '253'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:41'}, 'Terminal': {'Name': '3', 'Gate': 'F14'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BCN', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:46'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '393'};{'AircraftCode': '321'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:29'}, 'Terminal': {'Name': '3', 'Gate': 'F21'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'WAW', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:35'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '631'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:25'}, 'Terminal': {'Name': '3', 'Gate': 'F10'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'MUC', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:23'}, 'Terminal': {'Name': '2', 'Gate': 'K22'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '115'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:33'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:33'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirportCode': 'GGZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '20:34'}, 'Actual': {'Date': '2023-03-23', 'Time': '20:34'}, 'Status': {'Code': 'OT', 'Description': 'Flight On Time'}};{'AirlineID': 'OS', 'FlightNumber': '3593'};{'AircraftCode': 'TRN'};{'Code': 'OT', 'Description': 'Flight On Time'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:37'}, 'Terminal': {'Name': '3', 'Gate': 'F03'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:13'}, 'Terminal': {'Gate': 'A25'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '155'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:37'}, 'Terminal': {'Name': '3', 'Gate': 'F13'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CPH', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:20'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '305'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:32'}, 'Terminal': {'Name': '3', 'Gate': 'F06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'GVA', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:06'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '575'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:41'}, 'Terminal': {'Name': '3', 'Gate': 'F36'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'STR', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:51'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '187'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:52'}, 'Terminal': {'Name': '3', 'Gate': 'F08'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BER', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:58'}, 'Terminal': {'Name': '1', 'Gate': 'B10'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '235'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:49'}, 'Terminal': {'Name': '3', 'Gate': 'F16'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'HAM', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:18'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '171'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:45'}, 'Terminal': {'Name': '3', 'Gate': 'F22'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'BLQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:51'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '549'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:55'}, 'Terminal': {'Name': '3', 'Gate': 'F05'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'CGN', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:25'}, 'Terminal': {'Name': '1', 'Gate': 'C88'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '195'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:00'}, 'Terminal': {'Name': '3', 'Gate': 'F32'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'HAJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '19:26'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '295'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VLC', 'Scheduled': {'Date': '2023-03-23', 'Time': '13:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:10'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'STR', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:19'}, 'Terminal': {'Name': '1'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '2531'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VLC', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:20'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:40'}, 'Terminal': {'Name': '2'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'DUS', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:48'}, 'Terminal': {'Gate': 'B33'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'EW', 'FlightNumber': '9539'};{'AircraftCode': '32G'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VNO', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:32'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:58'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '1341'};{'AircraftCode': '223'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'VNO', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:50'}, 'Terminal': {'Gate': 'A08'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:25'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:01'}, 'Terminal': {'Name': '1', 'Gate': 'BSO'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '887'};{'AircraftCode': '32A'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'WAW', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:48'}, 'Terminal': {'Gate': '028'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:46'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2L', 'FlightNumber': '1349'};{'AircraftCode': '290'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'WAW', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:38'}, 'Terminal': {'Gate': '025'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:28'}, 'Terminal': {'Name': '1', 'Gate': 'A17'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LH', 'FlightNumber': '1349'};{'AircraftCode': '319'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'WAW', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:01'}, 'Terminal': {'Gate': '044'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:17'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '624'};{'AircraftCode': 'E95'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'WRO', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:16'}, 'Terminal': {'Gate': '003'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:30'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:36'}, 'Terminal': {'Name': '1', 'Gate': 'BSO'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '1373'};{'AircraftCode': 'CR9'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'XER', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:45'}, 'Terminal': {'Gate': 'BUS'}, 'Status': {'Code': 'NO', 'Description': 'No Status'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '19:30'}, 'Terminal': {'Name': '1', 'Gate': 'T06'}, 'Status': {'Code': 'NO', 'Description': 'No Status'}};{'AirlineID': 'YY', 'FlightNumber': '3761'};{'AircraftCode': 'BUS'};{'Code': 'NA', 'Description': 'No Status'}
{'AirportCode': 'XGZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:07'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:16'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:23'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3575'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'XGZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:02'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:10'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZMU', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:04'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:22'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3578'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'XGZ', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:14'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:16'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:30'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3577'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'XHJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:39'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:44'}, 'Terminal': {'Gate': 'T09'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:18'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3539'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'XHJ', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:39'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:50'}, 'Terminal': {'Gate': 'T09'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'QKL', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:15'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:22'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3541'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'XIR', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:10'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:10'}, 'Terminal': {'Gate': 'T03'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'XIT', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:26'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:27'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3745'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'XIT', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:33'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:36'}, 'Terminal': {'Gate': 'T14'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'XIU', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:16'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:22'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3745'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'YUL', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:55'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:58'}, 'Terminal': {'Gate': 'A60'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZRH', 'Scheduled': {'Date': '2023-03-24', 'Time': '06:15'}, 'Actual': {'Date': '2023-03-24', 'Time': '06:20'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'LX', 'FlightNumber': '087'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'YVR', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:50'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:41'}, 'Terminal': {'Name': 'M', 'Gate': 'D69'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-24', 'Time': '09:05'}, 'Actual': {'Date': '2023-03-24', 'Time': '08:44'}, 'Terminal': {'Name': '1', 'Gate': 'C13A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '4Y', 'FlightNumber': '071'};{'AircraftCode': '333'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ZAG', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:35'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:35'}, 'Terminal': {'Gate': '017'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'FRA', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:05'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:16'}, 'Terminal': {'Name': '1', 'Gate': 'Area A'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'CL', 'FlightNumber': '1415'};{'AircraftCode': 'CR9'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ZAG', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:45'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:40'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'VIE', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:40'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:24'}, 'Terminal': {'Name': '3'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': 'OS', 'FlightNumber': '684'};{'AircraftCode': '320'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ZAQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:03'}, 'Terminal': {'Gate': 'T07'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'QWU', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:52'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:54'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3481'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ZAQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '14:07'}, 'Actual': {'Date': '2023-03-23', 'Time': '14:07'}, 'Terminal': {'Gate': 'T09'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZMU', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:09'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:09'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3466'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ZAQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:00'}, 'Terminal': {'Gate': 'T06'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'QWU', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:52'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:03'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3483'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ZAQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '15:04'}, 'Actual': {'Date': '2023-03-23', 'Time': '15:10'}, 'Terminal': {'Gate': 'T09'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZMU', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:06'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:18'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3468'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ZAQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:00'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:01'}, 'Terminal': {'Gate': 'T07'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'QWU', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:52'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:53'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3485'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ZAQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:02'}, 'Actual': {'Date': '2023-03-23', 'Time': '16:04'}, 'Terminal': {'Gate': 'T09'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZMU', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:06'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:06'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3470'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ZAQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '16:57'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:25'}, 'Terminal': {'Gate': 'T04'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'QWU', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:52'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:19'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3487'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
{'AirportCode': 'ZAQ', 'Scheduled': {'Date': '2023-03-23', 'Time': '17:02'}, 'Actual': {'Date': '2023-03-23', 'Time': '17:07'}, 'Terminal': {'Gate': 'T09'}, 'Status': {'Code': 'DP', 'Description': 'Flight Departed'}};{'AirportCode': 'ZMU', 'Scheduled': {'Date': '2023-03-23', 'Time': '18:07'}, 'Actual': {'Date': '2023-03-23', 'Time': '18:10'}, 'Status': {'Code': 'LD', 'Description': 'Flight Landed'}};{'AirlineID': '2A', 'FlightNumber': '3472'};{'AircraftCode': 'TRN'};{'Code': 'LD', 'Description': 'Flight Landed'}
