AirportCode;CityCode;CountryCode;LocationType;UtcOffset;TimeZoneId;Position.Coordinate.Latitude;Position.Coordinate.Longitude;Names.Name.@LanguageCode;Names.Name.$
CYC;CYC;BZ;Airport;-06:00;America/Belize;17.6836;-88.045;EN;Caye Chapel
CYD;CYD;BZ;Airport;-06:00;America/Belize;17.105;-89.1069;EN;San Ignacio Town Airstrip
CYE;CYE;US;Airport;-05:00;America/New_York;41.2103;-75.8322;EN;Crystal Lake
CYF;CYF;US;Airport;-09:00;America/Anchorage;60.1597;-164.2747;EN;Chefornak
CYG;CYG;AU;Airport;+10:00;Australia/Sydney;-36.25;147.9;EN;Corryong
CYI;CYI;TW;Airport;+08:00;Asia/Taipei;23.4633;120.3906;EN;Chiayi
CYL;CYL;HN;Airport;-06:00;America/Tegucigalpa;15.4833;-86.6833;EN;Coyoles
CYM;CYM;US;Airport;-09:00;America/Anchorage;57.5;-134.75;EN;Chatham
CYO;CYO;CU;Airport;-05:00;America/Havana;21.6164;-81.5461;EN;Cayo Largo Del Sur Vilo Acuna Intl
CYP;CYP;PH;Airport;+08:00;Asia/Manila;12.0728;124.545;EN;Calbayog
CYR;CYR;UY;Airport;-03:00;America/Montevideo;-34.4567;-57.7708;EN;Colonia
CYS;CYS;US;Airport;-07:00;America/Denver;41.1558;-104.8119;EN;Cheyenne
CYT;CYT;US;Airport;-09:00;America/Anchorage;60.0833;-142.4833;EN;Yakataga
CYU;CYU;PH;Airport;+08:00;Asia/Manila;10.8586;121.0697;EN;Cuyo
CYW;CYW;MX;Airport;-06:00;America/Mexico_City;20.5461;-100.8867;EN;Celaya Capt. Rogelio Castillo
CYX;CYX;RU;Airport;+11:00;Asia/Srednekolymsk;68.7417;161.3375;EN;Chersky
CYY;CMF;FR;Bus Station;+01:00;Europe/Paris;45.5711;5.92;EN;Chambery/Aix-Les-Bains Vidal Bus St
CYZ;CYZ;PH;Airport;+08:00;Asia/Manila;16.9289;121.7553;EN;Cauayan
CZA;CZA;MX;Airport;-06:00;America/Mexico_City;20.6667;-88.5667;EN;Chichen-Itza International
CZB;CZB;BR;Airport;-03:00;America/Araguaina;-28.6333;-53.5;EN;Cruz Alta Carlos Ruhl
CZC;CZC;US;Airport;-09:00;America/Anchorage;61.9667;-145.3167;EN;Copper Center 2
CZE;CZE;VE;Airport;-04:00;America/Caracas;11.415;-69.6817;EN;Coro Jose Leonardo Chirinos
CZF;CZF;US;Airport;-09:00;America/Anchorage;61.7333;-166.0;EN;Cape Romanzof
CZH;CZH;BZ;Airport;-06:00;America/Belize;18.3825;-88.4108;EN;Corozal
CZJ;CZJ;PA;Airport;-05:00;America/Panama;9.4444;-78.5853;EN;Corazon De Jesus
CZK;CZK;US;Airport;-08:00;America/Los_Angeles;45.6667;-121.9;EN;Cascade Locks State
CZL;CZL;DZ;Airport;+01:00;Africa/Algiers;36.2761;6.6203;EN;Constantine Mohamed Boudiaf
CZM;CZM;MX;Airport;-05:00;America/Hermosillo;20.5217;-86.9369;EN;Cozumel International
CZN;CZN;US;Airport;-09:00;America/Anchorage;62.0736;-142.0511;EN;Chisana
CZO;CZO;US;Airport;-09:00;America/Anchorage;62.5667;-144.6667;EN;Chistochina
CZP;CZP;US;Airport;-09:00;America/Anchorage;55.9667;-133.7833;EN;Cape Pole Sea Plane Base
CZS;CZS;BR;Airport;-05:00;America/Rio_Branco;-7.6;-72.7694;EN;Cruzeiro Do Sul
CZT;CZT;US;Airport;-06:00;America/Chicago;28.5167;-99.8667;EN;Carrizo Springs Dimmit County
CZU;CZU;CO;Airport;-05:00;America/Bogota;9.3328;-75.2856;EN;Corozal Las Brujas
CZW;CZW;PL;Airport;+01:00;Europe/Warsaw;50.8167;19.1;EN;Czestochowa Rudniki
CZX;CZX;CN;Airport;+08:00;Asia/Shanghai;31.9194;119.7783;EN;Changzhou
CZY;CZY;AU;Airport;+10:00;Australia/Brisbane;-24.5;139.5;EN;Cluny
CZZ;CZZ;US;Airport;-08:00;America/Los_Angeles;32.5833;-116.4667;EN;Campo
DAA;DAA;US;Airport;-05:00;America/New_York;38.7147;-77.1806;EN;Fort Belvoir
DAB;DAB;US;Airport;-05:00;America/New_York;29.18;-81.0581;EN;Daytona Beach
DAC;DAC;BD;Airport;+06:00;Asia/Dhaka;23.8433;90.3978;EN;Dhaka
DAD;DAD;VN;Airport;+07:00;Asia/Ho_Chi_Minh;16.0439;108.1994;EN;Da Nang
DAE;DAE;IN;Airport;+05:30;Asia/Kolkata;27.5;94.3333;EN;Daparizo
DAF;DAF;PG;Airport;+10:00;Pacific/Port_Moresby;-4.7333;144.95;EN;Daup
DAG;DAG;US;Airport;-08:00;America/Los_Angeles;34.85;-116.7833;EN;Daggett Barstow-Dagge
DAH;DAH;YE;Airport;+03:00;Asia/Aden;13.8667;46.1333;EN;Dathina
DAI;DAI;IN;Off-Line Point;+05:30;Asia/Kolkata;27.0333;88.3333;EN;Darjeeling Off-Line Point
DAJ;DAJ;AU;Airport;+10:00;Australia/Brisbane;-9.4333;142.5167;EN;Dauan Island Heliport
DAK;DAK;EG;Airport;+02:00;Africa/Cairo;25.4167;29.0;EN;Dakhla Oasis
DAL;DFW;US;Airport;-06:00;America/Chicago;32.8472;-96.8517;EN;Dallas/Fort Worth Love Field
DAM;DAM;SY;Airport;+03:00;Asia/Damascus;33.4106;36.5142;EN;Damascus
DAN;DAN;US;Airport;-05:00;America/New_York;36.5689;-79.3394;EN;Danville Regional
DAO;DAO;PG;Airport;+10:00;Pacific/Port_Moresby;-8.4333;147.8494;EN;Dabo
DAP;DAP;NP;Airport;+05:45;Asia/Kathmandu;29.6667;80.5;EN;Darchula
DAQ;DQA;CN;Rail Station;+08:00;Asia/Shanghai;46.5967;125.3717;EN;Daqing Rail Station
DAR;DAR;TZ;Airport;+03:00;Africa/Dar_es_Salaam;-6.8781;39.2025;EN;Dar Es Salaam
DAS;DAS;CA;Airport;-07:00;America/Whitehorse;66.7028;-119.7139;EN;Great Bear Lake
DAT;DAT;CN;Airport;+08:00;Asia/Shanghai;39.7189;113.1461;EN;Datong
DAU;DAU;PG;Airport;+10:00;Pacific/Port_Moresby;-9.0867;143.2081;EN;Daru
DAV;DAV;PA;Airport;-05:00;America/Panama;8.3911;-82.435;EN;David
DAX;DAX;CN;Airport;+08:00;Asia/Shanghai;31.1319;107.4306;EN;Daxian
DAY;DAY;US;Airport;-05:00;America/New_York;39.9025;-84.2194;EN;Dayton
DAZ;DAZ;AF;Airport;+04:30;Asia/Kabul;38.4667;70.8833;EN;Darwaz
DBA;DBA;PK;Airport;+05:00;Asia/Karachi;28.8756;64.4039;EN;Dalbandin
DBB;DBB;EG;Airport;+02:00;Africa/Cairo;30.9244;28.4614;EN;Dabah Al Alamain Intl
DBC;DBC;CN;Airport;+08:00;Asia/Shanghai;45.505;123.0189;EN;Baicheng Chang'an
DBD;DBD;IN;Airport;+05:30;Asia/Kolkata;23.8;86.45;EN;Dhanbad
DBK;DBK;LK;Airport;+05:30;Asia/Colombo;8.2739;79.7653;EN;Dutch Bay Spb
DBL;DBL;CN;Rail Station;+08:00;Asia/Shanghai;38.9236;121.6303;EN;Dalianbei Rail Station
DBM;DBM;ET;Airport;+03:00;Africa/Addis_Ababa;10.3333;37.7667;EN;Debre Marcos
DBN;DBN;US;Airport;-05:00;America/New_York;32.55;-82.9833;EN;Dublin W. H. 'bud' Barron
DBO;DBO;AU;Airport;+10:00;Australia/Sydney;-32.2189;148.5756;EN;Dubbo City Airport
DBP;DBP;PG;Airport;+10:00;Pacific/Port_Moresby;-6.2833;141.9;EN;Debepare
DBQ;DBQ;US;Airport;-06:00;America/Chicago;42.4019;-90.7094;EN;Dubuque
DBR;DBR;IN;Airport;+05:30;Asia/Kolkata;26.1936;85.9169;EN;Bihar Darbhanga
DBS;DBS;US;Airport;-07:00;America/Denver;44.1667;-112.2333;EN;Dubois Municpal
DBT;DBT;ET;Airport;+03:00;Africa/Addis_Ababa;11.9667;38.0;EN;Debre Tabor
DBU;DBU;LK;Airport;+05:30;Asia/Colombo;7.8658;80.6272;EN;Dambulla Dambula Oya Tank Spb
DBV;DBV;HR;Airport;+01:00;Europe/Zagreb;42.5614;18.2683;EN;Dubrovnik
DBY;DBY;AU;Airport;+10:00;Australia/Brisbane;-27.25;151.1667;EN;Dalby
DCA;WAS;US;Airport;-05:00;America/New_York;38.8522;-77.0378;EN;Washington Ronald Reagan National
DCF;DOM;DM;Airport;-04:00;America/Dominica;15.3367;-61.3922;EN;Canefield
DCG;DXB;AE;Airport;+04:00;Asia/Dubai;25.2422;55.3317;EN;Dubai Creek Spb
DCI;DCI;IT;Airport;+01:00;Europe/Rome;39.3542;8.9725;EN;Decimomannu Air Base
DCK;DCK;US;Airport;-09:00;America/Anchorage;66.9333;-156.9;EN;Dahl Creek
DCM;DCM;FR;Airport;+01:00;Europe/Paris;43.555;2.2906;EN;Castres Mazamet
DCN;DRB;AU;Airport;+08:00;Australia/Perth;-17.5814;123.8283;EN;Derby Raaf Curtin
DCP;DCP;CA;Airport;-08:00;America/Vancouver;59.2336;-121.6914;EN;Cabin Plant Heliport
DCR;DCR;US;Airport;-05:00;America/New_York;40.8333;-84.9333;EN;Decatur-Hi-Way
DCT;DCT;BS;Airport;-05:00;America/Nassau;22.1833;-75.7333;EN;Duncan Town
DCU;DCU;US;Airport;-06:00;America/Chicago;34.65;-86.95;EN;Decatur Pryor Field Regional
DCY;DCY;CN;Airport;+08:00;Asia/Shanghai;29.3167;100.06;EN;Daocheng
DDA;DDG;CN;Rail Station;+08:00;Asia/Shanghai;40.1222;124.3825;EN;Dandong Rail Station
DDB;XHO;CN;Bus Station;+08:00;Asia/Shanghai;23.0342;113.7269;EN;Dongguan Bus Station
DDC;DDC;US;Airport;-06:00;America/Chicago;37.7603;-99.9642;EN;Dodge City Regional
DDD;DDD;MV;Airport;+05:00;Indian/Maldives;2.6653;72.8903;EN;Kudahuvadhoo Dhaalu Atoll
DDG;DDG;CN;Airport;+08:00;Asia/Shanghai;40.0256;124.2869;EN;Dandong
DDI;DDI;AU;Airport;+10:00;Australia/Brisbane;-20.1667;148.1833;EN;Daydream Island Heliport
DDM;DDM;PG;Airport;+10:00;Pacific/Port_Moresby;-8.75;147.45;EN;Dodoima
DDN;DDN;AU;Airport;+10:00;Australia/Brisbane;-16.9167;141.3;EN;Delta Downs
DDP;DDP;PR;Airport;-04:00;America/Puerto_Rico;18.5;-66.25;EN;Dorado
DDR;DDR;CN;Airport;+08:00;Asia/Shanghai;28.6047;86.7981;EN;Xigaze Dingri
DDU;DDU;PK;Airport;+05:00;Asia/Karachi;26.7381;67.6672;EN;Dadu
DDV;CSX;CN;Rail Station;+08:00;Asia/Shanghai;27.8378;113.1522;EN;Changsha Rail Station
DEA;DEA;PK;Airport;+05:00;Asia/Karachi;29.9606;70.4853;EN;Dera Ghazi Khan
DEB;DEB;HU;Airport;+01:00;Europe/Budapest;47.4889;21.6153;EN;Debrecen
DEC;DEC;US;Airport;-06:00;America/Chicago;39.8344;-88.8656;EN;Decatur Municipal
DED;DED;IN;Airport;+05:30;Asia/Kolkata;30.1897;78.1803;EN;Dehra Dun Jolly Grant
DEE;DEE;RU;Airport;+11:00;Asia/Srednekolymsk;43.9614;145.6856;EN;Yuzhno-Kurilsk Mendeleyevo
DEF;DEF;IR;Airport;+03:30;Asia/Tehran;32.4428;48.3883;EN;Dezful
DEH;DEH;US;Airport;-06:00;America/Chicago;43.3167;-91.8333;EN;Decorah Municipal
DEI;DEI;SC;Airport;+04:00;Indian/Mahe;-3.8;55.6667;EN;Denis Island
DEL;DEL;IN;Airport;+05:30;Asia/Kolkata;28.5664;77.1031;EN;Delhi
DEM;DEM;ET;Airport;+03:00;Africa/Addis_Ababa;8.5547;34.8575;EN;Dembi Dolo
DEN;DEN;US;Airport;-07:00;America/Denver;39.8617;-104.6731;EN;Denver
DEO;DEO;US;Airport;-05:00;America/New_York;42.3128;-83.2189;EN;Dearborn Hyatt Regency Hotel Heliport
DEP;DEP;IN;Airport;+05:30;Asia/Kolkata;27.9856;94.2231;EN;Deparijo
DEQ;HZC;CN;Airport;+08:00;Asia/Shanghai;30.5042;120.1072;EN;Huzhou Deqing Moganshan
DER;DER;PG;Airport;+10:00;Pacific/Port_Moresby;-6.1;146.8167;EN;Derim
DES;DES;SC;Airport;+04:00;Indian/Mahe;-5.6969;53.6558;EN;Desroches Island
DET;DTT;US;Airport;-05:00;America/New_York;42.4;-83.0;EN;Detroit Coleman A.Yound Muni
DEX;DEX;ID;Airport;+09:00;Asia/Jayapura;-4.8553;139.4839;EN;Yahukimo Nop Goliath
DEY;DEY;CN;Bus Station;+08:00;Asia/Shanghai;31.1308;104.38;EN;Deyang Bus Station
DEZ;DEZ;SY;Airport;+03:00;Asia/Damascus;35.2833;40.1667;EN;Deir Ez Zor
DFA;DFA;CN;Airport;+08:00;Asia/Shanghai;33.7078;110.2514;EN;Shangluo Danfeng Shangzhen Gen
DFI;DFI;US;Airport;-05:00;America/New_York;41.2833;-84.3667;EN;Defiance Memorial
DFP;DFP;AU;Airport;+10:00;Australia/Brisbane;-16.0;143.0333;EN;Drumduff
DFW;DFW;US;Airport;-06:00;America/Chicago;32.8969;-97.0381;EN;Dallas/Fort Worth
DGA;DGA;BZ;Airport;-06:00;America/Belize;16.9825;-88.2311;EN;Dangriga
DGB;DGB;US;Airport;-09:00;America/Anchorage;58.0833;-152.75;EN;Danger Bay
DGC;DGC;ET;Airport;+03:00;Africa/Addis_Ababa;8.2333;43.5833;EN;Degeh Bur
DGD;DGD;AU;Airport;+08:00;Australia/Perth;-27.8306;117.3139;EN;Dalgaranga Gold Mine
DGE;DGE;AU;Airport;+10:00;Australia/Sydney;-32.565;149.6094;EN;Mudgee
DGF;DGF;CA;Airport;-08:00;America/Vancouver;50.1667;-120.1833;EN;Douglas Lake
DGG;DGG;PG;Airport;+10:00;Pacific/Port_Moresby;-9.5167;147.05;EN;Daugo
DGH;DGH;IN;Airport;+05:30;Asia/Kolkata;24.4469;86.7061;EN;Deoghar International
DGK;DGK;MZ;Airport;+02:00;Africa/Maputo;-22.1772;35.4236;EN;Dugong Beach Lodge
DGL;DUG;US;Airport;-07:00;America/Phoenix;31.4694;-109.6028;EN;Douglas/Bisbee Douglas Municipal
DGM;CMB;LK;Airport;+05:30;Asia/Colombo;7.1083;79.87;EN;Dandugama
DGN;DGN;US;Airport;-05:00;America/New_York;38.3333;-77.05;EN;Dahlgren Nswc
DGO;DGO;MX;Airport;-06:00;America/Mexico_City;24.1242;-104.5281;EN;Durango
DGP;DGP;LV;Airport;+02:00;Europe/Riga;55.945;26.6675;EN;Daugavpils International
DGR;DGR;NZ;Airport;+12:00;Pacific/Auckland;-35.9333;173.8667;EN;Dargaville
DGT;DGT;PH;Airport;+08:00;Asia/Manila;9.3344;123.3;EN;Dumaguete
DGU;DGU;BF;Airport;+00:00;Africa/Ouagadougou;12.4667;-3.4833;EN;Dedougou
DGW;DGW;US;Airport;-07:00;America/Denver;42.75;-105.4;EN;Douglas Converse County
DHA;DHA;SA;Airport;+03:00;Asia/Riyadh;26.2653;50.1519;EN;Dhahran King Abdulaziz
DHB;DHB;US;Airport;-08:00;America/Los_Angeles;48.6208;-123.0031;EN;Deer Harbor Sea Plane Base
DHC;BRE;DE;Rail Station;+01:00;Europe/Berlin;53.0836;8.8142;EN;Bremen Hbf
DHD;DHD;AU;Airport;+10:00;Australia/Brisbane;-27.0667;141.9167;EN;Durham Downs
DHF;AUH;AE;Airport;+04:00;Asia/Dubai;24.2475;54.5497;EN;Abu Dhabi Al Dhafra Ab Apt
DHG;DHG;RU;Airport;+10:00;Asia/Vladivostok;44.5581;135.4908;EN;Dalnegorsk
DHI;DHI;NP;Airport;+05:45;Asia/Kathmandu;28.7547;80.5825;EN;Dhangarhi
DHL;DHL;YE;Airport;+03:00;Asia/Aden;13.7375;44.7292;EN;Dhala
DHM;DHM;IN;Airport;+05:30;Asia/Kolkata;32.1653;76.2606;EN;Dharamsala Kangra
DHN;DHN;US;Airport;-06:00;America/Chicago;31.3214;-85.4497;EN;Dothan
DHO;DHO;CA;Airport;-08:00;America/Vancouver;59.4608;-122.2578;EN;Horn River Heliport
DHR;DHR;NL;Airport;+01:00;Europe/Amsterdam;52.9244;4.7808;EN;Den Helder De Kooy
DHS;SDR;ES;Bus Station;+01:00;Europe/Madrid;43.4597;-3.8103;EN;Santander Bus Station
DHT;DHT;US;Airport;-06:00;America/Chicago;36.05;-102.5;EN;Dalhart Municipal
DHU;DHU;CN;Rail Station;+08:00;Asia/Shanghai;27.8442;113.1542;EN;Zhuzhou Rail Station
DIA;DOH;QA;Airport;+03:00;Asia/Qatar;25.2625;51.5647;EN;Doha International
DIB;DIB;IN;Airport;+05:30;Asia/Kolkata;27.4833;95.0167;EN;Dibrugarh
DIC;DIC;CD;Airport;+02:00;Africa/Lubumbashi;3.4167;26.75;EN;Dili
DIE;DIE;MG;Airport;+03:00;Indian/Antananarivo;-12.3494;49.2917;EN;Antsiranana Arrachart
DIG;DIG;CN;Airport;+08:00;Asia/Shanghai;27.7917;99.6781;EN;Deqen Shangri-La
DIJ;DIJ;FR;Airport;+01:00;Europe/Paris;47.2767;5.0936;EN;Dijon Longvic
DIK;DIK;US;Airport;-07:00;America/Denver;46.8;-102.8;EN;Dickinson
DIL;DIL;TL;Airport;+09:00;Asia/Dili;-8.5467;125.5247;EN;Dili Comoro
DIM;DIM;CI;Airport;+00:00;Africa/Abidjan;6.65;-4.7;EN;Dimbokro Ville
DIN;DIN;VN;Airport;+07:00;Asia/Ho_Chi_Minh;21.4;103.0044;EN;Dien Bien Phu
DIO;DIO;US;Airport;-09:00;America/Anchorage;65.7586;-168.9533;EN;Diomede Heliport
DIP;DIP;BF;Airport;+00:00;Africa/Ouagadougou;12.05;1.7833;EN;Diapaga
DIQ;DIQ;BR;Airport;-03:00;America/Araguaina;-20.1808;-44.8711;EN;Divinopolis Brigadeiro Cabral
DIR;DIR;ET;Airport;+03:00;Africa/Addis_Ababa;9.6247;41.8542;EN;Dire Dawa
DIS;DIS;CG;Airport;+01:00;Africa/Brazzaville;-4.2058;12.6594;EN;Dolisie
DIU;DIU;IN;Airport;+05:30;Asia/Kolkata;20.7139;70.9217;EN;Diu
DIV;DIV;CI;Airport;+00:00;Africa/Abidjan;5.8333;-5.3667;EN;Divo
DIW;DIW;LK;Airport;+05:30;Asia/Colombo;5.9908;80.7333;EN;Dicwella Spb Mawella Lagoon Spb
DIY;DIY;TR;Airport;+03:00;Europe/Istanbul;37.8939;40.2011;EN;Diyarbakir
DJA;DJA;BJ;Airport;+01:00;Africa/Porto-Novo;9.7;1.6667;EN;Djougou
DJB;DJB;ID;Airport;+07:00;Asia/Pontianak;-1.6381;103.6444;EN;Jambi Sultan Thaha
DJE;DJE;TN;Airport;+01:00;Africa/Tunis;33.875;10.7756;EN;Djerba
DJG;DJG;DZ;Airport;+01:00;Africa/Algiers;24.2928;9.4525;EN;Djanet Tiska
DJH;DXB;AE;Airport;+04:00;Asia/Dubai;25.0019;55.0242;EN;Dubai Jebel Ali Spb
DJJ;DJJ;ID;Airport;+09:00;Asia/Jayapura;-2.5769;140.5164;EN;Jayapura Sentani
DJK;AMS;NL;Bus Station;+01:00;Europe/Amsterdam;52.3892;4.8383;EN;Amsterdam Sloterdijk Bus Station
DJM;DJM;CG;Airport;+01:00;Africa/Brazzaville;-2.5333;14.75;EN;Djambala
DJN;DJN;US;Airport;-09:00;America/Anchorage;64.0506;-145.7256;EN;Delta Junction Airport
DJO;DJO;CI;Airport;+00:00;Africa/Abidjan;6.7931;-6.4731;EN;Daloa
DJU;DJU;IS;Airport;+00:00;Atlantic/Reykjavik;64.6442;-14.2828;EN;Djupivogur
DKA;DKA;NG;Airport;+01:00;Africa/Lagos;13.0053;7.6586;EN;Katsina
DKI;DKI;AU;Airport;+10:00;Australia/Brisbane;-17.9392;146.1414;EN;Dunk Island
DKK;DKK;US;Airport;-05:00;America/New_York;42.4833;-79.3333;EN;Dunkirk Chautauqua County
DKL;DKL;CA;Airport;-08:00;America/Vancouver;59.2403;-122.9233;EN;Kiwigana Lodge Heliport
DKR;DKR;SN;Airport;+00:00;Africa/Dakar;14.7425;-17.4933;EN;Dakar
DKS;DKS;RU;Airport;+07:00;Asia/Tomsk;73.5178;80.3769;EN;Dikson
DKV;DKV;AU;Airport;+09:30;Australia/Darwin;-24.8667;129.1167;EN;Docker River
DLA;DLA;CM;Airport;+01:00;Africa/Douala;4.0061;9.7194;EN;Douala
DLB;DLB;PG;Airport;+10:00;Pacific/Port_Moresby;-5.0;142.0833;EN;D'albertis
DLC;DLC;CN;Airport;+08:00;Asia/Shanghai;38.9656;121.5386;EN;Dalian
DLD;DLD;NO;Airport;+01:00;Europe/Oslo;60.4167;8.5167;EN;Geilo Dagali
DLE;DLE;FR;Airport;+01:00;Europe/Paris;47.0428;5.435;EN;Dole Tavaux
DLF;DRT;US;Airport;-06:00;America/Chicago;29.3592;-100.7786;EN;Del Rio Laughlin Afb
DLG;DLG;US;Airport;-09:00;America/Anchorage;59.0447;-158.5056;EN;Dillingham
DLH;DLH;US;Airport;-06:00;America/Chicago;46.8422;-92.1936;EN;Duluth
DLI;DLI;VN;Airport;+07:00;Asia/Ho_Chi_Minh;11.75;108.3667;EN;Dalat Lienkhang
DLK;DLK;AU;Airport;+09:30;Australia/Adelaide;-29.0167;139.4667;EN;Dulkaninna
DLL;DLL;US;Airport;-05:00;America/New_York;34.4167;-79.3667;EN;Dillon County
DLM;DLM;TR;Airport;+03:00;Europe/Istanbul;36.7131;28.7925;EN;Dalaman
DLN;DLN;US;Airport;-07:00;America/Denver;45.2553;-112.5525;EN;Dillon
DLO;DLO;US;Airport;-09:00;America/Anchorage;55.1333;-132.0514;EN;Dolomi
DLP;DLP;FR;Airport;+01:00;Europe/Paris;48.8667;2.8;EN;Disneyland Paris Heliport
DLR;DLR;RU;Airport;+10:00;Asia/Vladivostok;45.8775;133.7353;EN;Dalnerechensk
DLS;DLS;US;Airport;-08:00;America/Los_Angeles;45.6;-121.1667;EN;The Dalles Columbia Gorge Rgnl
DLU;DLU;CN;Airport;+08:00;Asia/Shanghai;25.6503;100.3194;EN;Dali
DLV;DLV;AU;Airport;+09:30;Australia/Darwin;-12.4167;130.3417;EN;Delissaville
DLY;DLY;VU;Airport;+11:00;Pacific/Efate;-18.7706;169.0039;EN;Dillons Bay
DLZ;DLZ;MN;Airport;+08:00;Asia/Ulaanbaatar;43.6083;104.3719;EN;Dalanzadgad Gurvan Saikhan
DMA;TUS;US;Airport;-07:00;America/Phoenix;32.1703;-110.8869;EN;Tucson Davis-Monthan Afb
DMB;DMB;KZ;Airport;+06:00;Asia/Almaty;42.8536;71.3036;EN;Zhambyl
DMD;DMD;AU;Airport;+10:00;Australia/Brisbane;-17.9403;138.8217;EN;Doomadgee Mission
DME;MOW;RU;Airport;+03:00;Europe/Moscow;55.4089;37.9064;EN;Moscow Domodedowo
DMK;BKK;TH;Airport;+07:00;Asia/Bangkok;13.9125;100.6067;EN;Bangkok Don Mueang International Arpt
DMM;DMM;SA;Airport;+03:00;Asia/Riyadh;26.4711;49.7978;EN;Dammam
DMN;DMN;US;Airport;-07:00;America/Denver;32.2667;-107.75;EN;Deming Municipal
DMO;DMO;US;Airport;-06:00;America/Chicago;38.7092;-93.1728;EN;Sedalia Regional
DMR;DMR;YE;Airport;+03:00;Asia/Aden;14.5333;44.4333;EN;Dhamar
DMS;DMM;SA;Bus Station;+03:00;Asia/Riyadh;26.4514;50.1069;EN;Dammam
DMT;DMT;BR;Airport;-04:00;America/Porto_Velho;-14.4167;-56.45;EN;Diamantino
DMU;DMU;IN;Airport;+05:30;Asia/Kolkata;25.8825;93.7744;EN;Dimapur
DNA;OKA;JP;Airport;+09:00;Asia/Tokyo;26.35;127.7667;EN;Okinawa Kadena Ab
DNB;DNB;AU;Airport;+10:00;Australia/Brisbane;-16.0833;142.4167;EN;Dunbar
DNC;DNC;CI;Airport;+00:00;Africa/Abidjan;7.2667;-8.15;EN;Danane
DND;DND;GB;Airport;+00:00;Europe/London;56.4522;-3.0256;EN;Dundee
DNE;DFW;US;Airport;-06:00;America/Chicago;32.9028;-97.0333;EN;Dallas/Fort Worth North Apt
DNF;DNF;LY;Airport;+02:00;Africa/Tripoli;32.55;22.7667;EN;Derna Martuba
DNG;DNG;AU;Airport;+08:00;Australia/Perth;-15.3833;126.3;EN;Doongan
DNH;DNH;CN;Airport;+08:00;Asia/Shanghai;40.0922;94.6817;EN;Dunhuang
DNI;DNI;SD;Airport;+02:00;Africa/Khartoum;14.3833;33.5333;EN;Wad Madani
DNK;DNK;UA;Airport;+02:00;Europe/Zaporozhye;48.3572;35.1006;EN;Dnepropetrovsk
DNL;AGS;US;Airport;-05:00;America/New_York;33.4667;-82.0333;EN;Augusta Daniel Field
DNM;DNM;AU;Airport;+08:00;Australia/Perth;-25.9167;113.5333;EN;Denham
DNN;DNN;US;Airport;-05:00;America/New_York;34.7167;-84.8667;EN;Dalton Municipal Airport
DNO;DNO;BR;Airport;-03:00;America/Araguaina;-11.6167;-46.85;EN;Dianopolis
DNP;DNP;NP;Airport;+05:45;Asia/Kathmandu;28.1167;82.3167;EN;Dang
DNQ;DNQ;AU;Airport;+10:00;Australia/Sydney;-35.55;144.95;EN;Deniliquin
DNR;DNR;FR;Airport;+01:00;Europe/Paris;48.5878;-2.08;EN;Dinard/St-Malo Pleurtuit
DNS;DNS;US;Airport;-06:00;America/Chicago;41.9833;-95.3833;EN;Denison Municipal
DNT;SNA;US;Airport;-08:00;America/Los_Angeles;33.6694;-117.8667;EN;Santa Ana Downtown H/P
DNU;DNU;PG;Airport;+10:00;Pacific/Port_Moresby;-6.15;146.6667;EN;Dinangat
DNV;DNV;US;Airport;-06:00;America/Chicago;40.2;-87.5833;EN;Danville Vermilion Regional
DNX;DNX;SD;Airport;+02:00;Africa/Khartoum;12.0;35.5;EN;Dinder Galegu
DNZ;DNZ;TR;Airport;+03:00;Europe/Istanbul;37.7856;29.7014;EN;Denizli
DOA;DOA;MG;Airport;+03:00;Indian/Antananarivo;-14.3667;49.5167;EN;Doany
DOB;DOB;ID;Airport;+09:00;Asia/Jayapura;-5.7728;134.2111;EN;Dobo Rar Gwamar
DOC;DOC;GB;Airport;+00:00;Europe/London;57.8833;-4.0833;EN;Dornoch
DOD;DOD;TZ;Airport;+03:00;Africa/Dar_es_Salaam;-6.1706;35.7525;EN;Dodoma
DOE;DOE;SR;Airport;-03:00;America/Paramaribo;4.0167;-55.4833;EN;Djoemoe
DOF;DOF;US;Airport;-09:00;America/Anchorage;55.2125;-132.2667;EN;Dora Bay
DOG;DOG;SD;Airport;+02:00;Africa/Khartoum;19.1525;30.4303;EN;Dongola
DOH;DOH;QA;Airport;+03:00;Asia/Qatar;25.2744;51.6083;EN;Doha
DOI;DOI;PG;Airport;+10:00;Pacific/Port_Moresby;-10.7167;150.7167;EN;Doini
DOK;DOK;UA;Airport;+02:00;Europe/Zaporozhye;48.0736;37.7397;EN;Donetsk
DOL;DOL;FR;Airport;+01:00;Europe/Paris;49.3633;0.16;EN;Deauville St. Gatien
DOM;DOM;DM;Airport;-04:00;America/Dominica;15.5469;-61.3;EN;Dominica Melville Hall Apt
DON;DON;GT;Airport;-06:00;America/Guatemala;17.6333;-89.6667;EN;Dos Lagunas
DOO;DOO;PG;Airport;+10:00;Pacific/Port_Moresby;-9.5;147.8;EN;Dorobisoro
DOP;DOP;NP;Airport;+05:45;Asia/Kathmandu;28.9856;82.8189;EN;Dolpa
DOR;DOR;BF;Airport;+00:00;Africa/Ouagadougou;14.0333;-0.0333;EN;Dori
