AirportCode;CityCode;CountryCode;LocationType;UtcOffset;TimeZoneId;Position.Coordinate.Latitude;Position.Coordinate.Longitude;Names.Name.@LanguageCode;Names.Name.$
DOS;DOS;PG;Airport;+11:00;Pacific/Bougainville;-5.55;154.9667;EN;Dios
DOU;DOU;BR;Airport;-04:00;America/Porto_Velho;-22.2014;-54.9267;EN;Dourados F. De Matos Pereira
DOV;DOV;US;Airport;-05:00;America/New_York;39.1333;-75.4667;EN;Dover Afb
DOX;DOX;AU;Airport;+08:00;Australia/Perth;-29.25;114.9333;EN;Dongara
DOY;DOY;CN;Airport;+08:00;Asia/Shanghai;37.5078;118.7894;EN;Dongying Shengli
DPA;CHI;US;Airport;-06:00;America/Chicago;41.9069;-88.2542;EN;Chicago Dupage
DPB;DPB;CL;Airport;-03:00;America/Santiago;-54.05;-68.8094;EN;Cameron Pampa Guanaco
DPE;DPE;FR;Airport;+01:00;Europe/Paris;49.8825;1.0853;EN;Dieppe St Aubin
DPG;DPG;US;Airport;-07:00;America/Denver;40.1994;-112.9372;EN;Dugway Michael Aaf
DPK;DPK;US;Airport;-05:00;America/New_York;40.7667;-73.3333;EN;Deer Park
DPL;DPL;PH;Airport;+08:00;Asia/Manila;8.6042;123.3425;EN;Dipolog
DPO;DPO;AU;Airport;+10:00;Australia/Hobart;-41.1697;146.4303;EN;Devonport
DPS;DPS;ID;Airport;+08:00;Asia/Makassar;-8.7481;115.1672;EN;Denpasar (Bali)
DPT;DPT;RU;Airport;+10:00;Asia/Vladivostok;69.3925;139.8903;EN;Deputatsky
DPU;DPU;PG;Airport;+10:00;Pacific/Port_Moresby;-5.8333;145.75;EN;Dumpu
DQA;DQA;CN;Airport;+08:00;Asia/Shanghai;46.75;125.1392;EN;Daqing Sartu
DQM;JNJ;OM;Airport;+04:00;Asia/Muscat;19.5;57.6428;EN;Duqm International
DRA;DRA;US;Airport;-08:00;America/Los_Angeles;36.6667;-115.9833;EN;Mercury Desert Rock
DRB;DRB;AU;Airport;+08:00;Australia/Perth;-17.3719;123.6625;EN;Derby Airport
DRC;DRC;AO;Airport;+01:00;Africa/Luanda;-17.9667;20.7833;EN;Dirico
DRD;DRD;AU;Airport;+10:00;Australia/Brisbane;-16.5539;141.8239;EN;Dorunda
DRE;DRE;US;Airport;-05:00;America/New_York;46.0089;-83.7464;EN;Drummond Island
DRF;DRF;US;Airport;-09:00;America/Anchorage;60.5833;-152.15;EN;Drift River
DRG;DRG;US;Airport;-09:00;America/Anchorage;66.0694;-162.7664;EN;Deering Municipal
DRH;DRH;ID;Airport;+09:00;Asia/Jayapura;-3.25;138.5667;EN;Dabra
DRI;DRI;US;Airport;-06:00;America/Chicago;30.8322;-93.3411;EN;Deridder Beauregard Regional
DRJ;DRJ;SR;Airport;-03:00;America/Paramaribo;4.1111;-54.6731;EN;Drietabbetje
DRK;DRK;CR;Airport;-06:00;America/Costa_Rica;8.7192;-83.6419;EN;Drake Bay
DRM;DRM;GR;Airport;+02:00;Europe/Athens;41.15;24.1333;EN;Drama
DRN;DRN;AU;Airport;+10:00;Australia/Brisbane;-28.5;148.2583;EN;Dirranbandi
DRO;DRO;US;Airport;-07:00;America/Denver;37.1522;-107.7536;EN;Durango La Plata
DRP;DRP;PH;Airport;+08:00;Asia/Manila;13.1117;123.6811;EN;Legazpi Bicol International
DRR;DRR;AU;Airport;+10:00;Australia/Brisbane;-25.6;140.25;EN;Durrie
DRS;DRS;DE;Airport;+01:00;Europe/Berlin;51.1344;13.7681;EN;Dresden
DRT;DRT;US;Airport;-06:00;America/Chicago;29.3733;-100.9264;EN;Del Rio
DRU;DRU;US;Airport;-07:00;America/Denver;46.6167;-113.2;EN;Drummond
DRV;DRV;MV;Airport;+05:00;Indian/Maldives;5.1569;73.13;EN;Dharavandhoo Island
DRW;DRW;AU;Airport;+09:30;Australia/Darwin;-12.4147;130.8767;EN;Darwin
DRX;DRX;DE;Bus Station;+01:00;Europe/Berlin;51.0403;13.7306;EN;Dresden Bus Station
DRY;DRY;AU;Airport;+08:00;Australia/Perth;-15.6667;126.4167;EN;Drysdale River
DSA;DSA;GB;Airport;+00:00;Europe/London;53.4753;-1.0039;EN;Doncaster/Sheffield Robin Hood
DSC;DSC;CM;Airport;+01:00;Africa/Douala;5.4475;10.0681;EN;Dschang
DSD;DSD;GP;Airport;-04:00;America/Guadeloupe;16.3333;-61.0167;EN;La Desirade Grande Anse
DSE;DSE;ET;Airport;+03:00;Africa/Addis_Ababa;11.0833;39.7167;EN;Dessie
DSG;DSG;PH;Airport;+08:00;Asia/Manila;16.4461;122.2069;EN;Dilasag
DSI;VPS;US;Airport;-06:00;America/Chicago;30.4;-86.4714;EN;Destin/Ft Walton Beach Destin Exec Apt
DSK;DSK;PK;Airport;+05:00;Asia/Karachi;31.9094;70.8967;EN;Dera Ismail Khan
DSL;DSL;SL;Airport;+00:00;Africa/Freetown;8.0;-10.8;EN;Daru
DSM;DSM;US;Airport;-06:00;America/Chicago;41.5342;-93.6578;EN;Des Moines
DSN;DSN;CN;Airport;+08:00;Asia/Shanghai;39.4922;109.8631;EN;Dongsheng
DSO;DSO;KP;Airport;+09:00;Asia/Pyongyang;39.6836;127.4678;EN;Sondok
DSS;DKR;SN;Airport;+00:00;Africa/Dakar;14.6725;-17.0714;EN;Dakar
DST;DXB;AE;Airport;+04:00;Asia/Dubai;25.2614;55.2764;EN;Dubai Seaplane Terminal
DSV;DSV;US;Airport;-05:00;America/New_York;42.55;-77.6833;EN;Dansville Municipal
DSX;DSX;TW;Airport;+08:00;Asia/Taipei;20.7067;116.7214;EN;Dongsha Island
DSY;DSY;KH;Airport;+07:00;Asia/Phnom_Penh;10.9083;103.2281;EN;Krong Khemara Phoumin Dara Sakor Intern
DTA;DTA;US;Airport;-07:00;America/Denver;39.3833;-112.5;EN;Delta Municipal
DTB;DTB;ID;Airport;+07:00;Asia/Pontianak;2.2597;98.9875;EN;Siborong-Borong Silangit
DTD;DTD;ID;Airport;+08:00;Asia/Makassar;0.8108;114.5308;EN;Datadawai
DTE;DTE;PH;Airport;+08:00;Asia/Manila;14.1333;122.9833;EN;Daet Bagabas
DTH;DTH;US;Airport;-08:00;America/Los_Angeles;36.5;-117.0;EN;Death Valley Nat. Park Furnance Creek
DTI;DTI;BR;Airport;-03:00;America/Araguaina;-18.2333;-43.6511;EN;Diamantina
DTL;DTL;US;Airport;-06:00;America/Chicago;46.8333;-95.8833;EN;Detroit Lakes Wething Field
DTM;DTM;DE;Airport;+01:00;Europe/Berlin;51.5183;7.6122;EN;Dortmund
DTN;SHV;US;Airport;-06:00;America/Chicago;32.45;-93.8333;EN;Shreveport Downtown Apt
DTR;DTR;US;Airport;-08:00;America/Los_Angeles;48.5167;-122.8333;EN;Decatur Island Decatur Shores
DTU;DTU;CN;Airport;+08:00;Asia/Shanghai;48.5061;126.1978;EN;Wudalianchi Dedu
DTW;DTT;US;Airport;-05:00;America/New_York;42.2125;-83.3533;EN;Detroit
DTZ;DTM;DE;Rail Station;+01:00;Europe/Berlin;51.5178;7.4592;EN;Dortmund Central Station
DUA;DUA;US;Airport;-06:00;America/Chicago;33.9833;-96.3667;EN;Durant Regional - Eaker Field
DUB;DUB;IE;Airport;+00:00;Europe/Dublin;53.4214;-6.27;EN;Dublin
DUC;DUC;US;Airport;-06:00;America/Chicago;34.4667;-97.9667;EN;Duncan Halliburton Field
DUD;DUD;NZ;Airport;+12:00;Pacific/Auckland;-45.9292;170.1975;EN;Dunedin
DUE;DUE;AO;Airport;+01:00;Africa/Luanda;-7.4006;20.8189;EN;Dundo
DUF;DUF;US;Airport;-05:00;America/New_York;36.2583;-75.7889;EN;Corolla Pine Island
DUG;DUG;US;Airport;-07:00;America/Phoenix;31.4667;-109.6;EN;Douglas/Bisbee Bisbee-Douglas Intl
DUH;DUH;AL;Rail Station;+01:00;Europe/Tirane;41.3178;19.4547;EN;Durres Rail Station
DUI;DUI;DE;Rail Station;+01:00;Europe/Berlin;51.43;6.7739;EN;Duisburg Hbf Rail Station
DUJ;DUJ;US;Airport;-05:00;America/New_York;41.1783;-78.8986;EN;Dubois Regional
DUK;DUK;ZA;Airport;+02:00;Africa/Johannesburg;-28.3667;32.2356;EN;Mtubatuba Dukuduku
DUM;DUM;ID;Airport;+07:00;Asia/Pontianak;1.6833;101.45;EN;Dumai Pinang Kampai
DUN;DUN;GL;Airport;-04:00;America/Thule;76.5667;-68.8;EN;Dundas
DUQ;DUQ;CA;Airport;-08:00;America/Vancouver;48.7547;-123.7097;EN;Duncan
DUR;DUR;ZA;Airport;+02:00;Africa/Johannesburg;-29.6144;31.1164;EN;Durban
DUS;DUS;DE;Airport;+01:00;Europe/Berlin;51.2894;6.7667;EN;Dusseldorf
DUT;DUT;US;Airport;-09:00;America/Anchorage;53.8989;-166.5447;EN;Dutch Harbor
DVA;DVA;RO;Airport;+02:00;Europe/Bucharest;45.8833;22.9167;EN;Deva
DVD;DVD;MG;Airport;+03:00;Indian/Antananarivo;-22.0783;43.2592;EN;Andavadoaka
DVK;DVK;CA;Airport;-07:00;America/Whitehorse;64.5114;-110.2894;EN;Diavik
DVL;DVL;US;Airport;-06:00;America/Chicago;48.1156;-98.9081;EN;Devils Lake
DVN;DVN;US;Airport;-06:00;America/Chicago;41.6167;-90.5833;EN;Davenport Municipal
DVO;DVO;PH;Airport;+08:00;Asia/Manila;7.1253;125.6456;EN;Davao
DVP;DVP;AU;Airport;+10:00;Australia/Brisbane;-24.1667;141.0833;EN;Davenport Downs
DVR;DVR;AU;Airport;+09:30;Australia/Darwin;-13.75;130.6833;EN;Daly River Mission
DVT;PHX;US;Airport;-07:00;America/Phoenix;33.6839;-112.0833;EN;Phoenix Deer Valley Apt
DWA;DWA;MW;Airport;+02:00;Africa/Blantyre;-12.5181;34.1322;EN;Dwangwa
DWB;DWB;MG;Airport;+03:00;Indian/Antananarivo;-16.1;45.3667;EN;Soalala
DWC;DXB;AE;Airport;+04:00;Asia/Dubai;24.8961;55.16;EN;Dubai - World Central
DWD;DWD;SA;Airport;+03:00;Asia/Riyadh;24.45;44.1211;EN;Dawadmi Aldawadmi
DWF;DAY;US;Airport;-05:00;America/New_York;39.9028;-84.2167;EN;Dayton Wright Afb
DWH;HOU;US;Airport;-06:00;America/Chicago;30.0611;-95.5544;EN;Houston David Wayne Hooks Mem.
DWN;OKC;US;Airport;-06:00;America/Chicago;35.45;-97.5333;EN;Oklahoma City Downtown Airpark
DWO;DWO;LK;Airport;+05:30;Asia/Colombo;6.9056;79.9092;EN;Kotte Diyawanna
DWR;DWR;AF;Airport;+04:30;Asia/Kabul;31.0917;64.0667;EN;Dwyer Air Base
DWS;XRQ;CN;Airport;+08:00;Asia/Shanghai;48.3875;124.4314;EN;Hulunbuir Morin Dawa Banner
DXA;DXA;FR;Off-Line Point;+01:00;Europe/Paris;45.0167;6.1333;EN;Les Deux Alpes Off-Line Point
DXB;DXB;AE;Airport;+04:00;Asia/Dubai;25.2528;55.3644;EN;Dubai
DXD;DXD;AU;Airport;+10:00;Australia/Brisbane;-15.1667;143.6667;EN;Dixie
DXE;DXE;US;Airport;-06:00;America/Chicago;32.4414;-90.1031;EN;Madison Bruce Campbell Field
DXJ;DXJ;CN;Airport;+08:00;Asia/Shanghai;28.495;109.5194;EN;Xiangxi Biancheng
DXR;DXR;US;Airport;-05:00;America/New_York;41.3711;-73.4822;EN;Danbury Municipal
DYA;DYA;AU;Airport;+10:00;Australia/Brisbane;-22.6167;148.3667;EN;Dysart
DYG;DYG;CN;Airport;+08:00;Asia/Shanghai;29.1044;110.4431;EN;Dayong
DYL;DYL;US;Airport;-05:00;America/New_York;40.3167;-75.1333;EN;Doylestown
DYM;DYM;AU;Airport;+10:00;Australia/Brisbane;-23.8667;141.25;EN;Diamantina Lakes
DYN;DYN;CN;Rail Station;+08:00;Asia/Shanghai;32.0036;119.5869;EN;Danyang Rail Station
DYR;DYR;RU;Airport;+12:00;Asia/Kamchatka;64.735;177.7414;EN;Anadyr Ugolny
DYS;ABI;US;Airport;-06:00;America/Chicago;32.4175;-99.685;EN;Abilene Dyess Afb
DYU;DYU;TJ;Airport;+05:00;Asia/Dushanbe;38.5433;68.825;EN;Dushanbe International
DYW;DYW;AU;Airport;+09:30;Australia/Darwin;-16.2667;133.3667;EN;Daly Waters
DZA;DZA;YT;Airport;+03:00;Indian/Mayotte;-12.8067;45.2806;EN;Dzaoudzi Pamandzi Intl
DZH;DAX;CN;Airport;+08:00;Asia/Shanghai;31.0489;107.4361;EN;Dazhou Jinya
DZI;DZI;CO;Airport;-05:00;America/Bogota;10.0967;-73.2339;EN;Agustin Codazzi Las Flores
DZN;DZN;KZ;Airport;+06:00;Asia/Almaty;47.71;67.7403;EN;Zhezkazgan
DZO;DZO;UY;Airport;-03:00;America/Montevideo;-33.3667;-56.5167;EN;Durazno Santa Bernardina
DZU;DZU;CN;Airport;+08:00;Asia/Shanghai;29.7;105.8;EN;Dazu
EAA;EAA;US;Airport;-09:00;America/Anchorage;64.7783;-141.1606;EN;Eagle
EAB;EAB;YE;Airport;+03:00;Asia/Aden;15.3;43.9667;EN;Abbs
EAE;EAE;VU;Airport;+11:00;Pacific/Efate;-17.0881;168.3417;EN;Emae
EAG;XAG;FR;Rail Station;+01:00;Europe/Paris;43.3172;3.4661;EN;Agde
EAL;EAL;MH;Airport;+12:00;Pacific/Majuro;9.3194;166.8475;EN;Elenak
EAM;EAM;SA;Airport;+03:00;Asia/Riyadh;17.6114;44.4192;EN;Nejran
EAN;EAN;US;Airport;-07:00;America/Denver;42.0583;-104.9194;EN;Wheatland Phifer Airfield
EAR;EAR;US;Airport;-06:00;America/Chicago;40.7267;-99.0092;EN;Kearney
EAS;EAS;ES;Airport;+01:00;Europe/Madrid;43.3564;-1.7906;EN;San Sebastian
EAT;EAT;US;Airport;-08:00;America/Los_Angeles;47.3989;-120.2072;EN;Wenatchee
EAU;EAU;US;Airport;-06:00;America/Chicago;44.8658;-91.4842;EN;Eau Claire
EBA;EBA;IT;Airport;+01:00;Europe/Rome;42.7617;10.2397;EN;Elba Island Marina Di Campo
EBB;EBB;UG;Airport;+03:00;Africa/Kampala;0.0425;32.4436;EN;Entebbe
EBD;EBD;SD;Airport;+02:00;Africa/Khartoum;13.1528;30.2328;EN;El Obeid
EBG;EBG;CO;Airport;-05:00;America/Bogota;7.6167;-74.8167;EN;El Bagre
EBH;EBH;DZ;Airport;+01:00;Africa/Algiers;33.7208;1.0914;EN;El Bayadh
EBJ;EBJ;DK;Airport;+01:00;Europe/Copenhagen;55.5258;8.5533;EN;Esbjerg Airport
EBL;EBL;IQ;Airport;+03:00;Asia/Baghdad;36.2378;43.9631;EN;Erbil
EBM;EBM;TN;Airport;+01:00;Africa/Tunis;31.7039;9.255;EN;El-Borma
EBN;EBN;MH;Airport;+12:00;Pacific/Majuro;9.3333;166.8;EN;Ebadon Island
EBO;EBO;MH;Airport;+12:00;Pacific/Majuro;4.5981;168.7517;EN;Ebon Island
EBR;BTR;US;Airport;-06:00;America/Chicago;30.5361;-91.15;EN;Baton Rouge Downtown Apt
EBS;EBS;US;Airport;-06:00;America/Chicago;42.4667;-93.8;EN;Webster City Municipal
EBU;EBU;FR;Airport;+01:00;Europe/Paris;45.5342;4.2972;EN;St-Etienne Boutheon
EBV;EBV;FR;Bus Station;+01:00;Europe/Paris;45.4425;4.4031;EN;Saint-Etienne Bus St
EBW;EBW;CM;Airport;+01:00;Africa/Douala;2.85;11.1833;EN;Ebolowa
ECA;ECA;US;Airport;-05:00;America/New_York;44.2667;-83.4833;EN;East Tawas Iosco County
ECG;ECG;US;Airport;-05:00;America/New_York;36.2667;-76.1833;EN;Elizabeth City Regional
ECH;ECH;AU;Airport;+10:00;Australia/Sydney;-36.15;144.75;EN;Echuca
ECI;ECI;NI;Airport;-06:00;America/Managua;11.4275;-86.0333;EN;Rivas Costa Esmeralda
ECN;ECN;CY;Airport;+02:00;Asia/Nicosia;35.1597;33.4883;EN;Ercan
ECO;ECO;CO;Airport;-05:00;America/Bogota;-1.6167;-73.2333;EN;El Encanto
ECP;ECP;US;Airport;-06:00;America/Chicago;30.3578;-85.7989;EN;Panama City (US)
ECR;ECR;CO;Airport;-05:00;America/Bogota;2.5;-78.0083;EN;El Charco
ECS;ECS;US;Airport;-07:00;America/Denver;43.8833;-104.3167;EN;Newcastle Mondell Field
EDA;EDA;US;Airport;-09:00;America/Anchorage;55.95;-133.6667;EN;Edna Bay Sea Plane Base
EDB;EDB;SD;Airport;+02:00;Africa/Khartoum;18.25;31.25;EN;El Debba
EDD;EDD;AU;Airport;+09:30;Australia/Darwin;-25.25;133.2;EN;Erldunda
EDE;EDE;US;Airport;-05:00;America/New_York;36.0667;-76.65;EN;Edenton Noertheastern Regional
EDF;ANC;US;Airport;-09:00;America/Anchorage;61.2525;-149.7981;EN;Anchorage Elmendorf Afb
EDG;EDG;US;Airport;-05:00;America/New_York;39.4167;-76.3;EN;Edgewood Weide Ahp
EDI;EDI;GB;Airport;+00:00;Europe/London;55.95;-3.3725;EN;Edinburgh
EDK;EDK;US;Airport;-06:00;America/Chicago;37.7667;-96.8667;EN;El Dorado Capt. Jack Thomas Mem.
EDL;EDL;KE;Airport;+03:00;Africa/Nairobi;0.4047;35.2389;EN;Eldoret International
EDM;EDM;FR;Airport;+01:00;Europe/Paris;46.7025;-1.3817;EN;La Roche Sur Yon Les Ajoncs
EDN;EDN;RU;Airport;+10:00;Asia/Vladivostok;47.1767;138.6611;EN;Yedinka
EDO;EDO;TR;Airport;+03:00;Europe/Istanbul;39.5547;27.0139;EN;Edremit Korfez
EDQ;EDQ;HN;Airport;-06:00;America/Tegucigalpa;14.1333;-88.4167;EN;Erandique
EDR;EDR;AU;Airport;+10:00;Australia/Brisbane;-14.8969;141.6097;EN;Pormpuraaw
EDW;EDW;US;Airport;-08:00;America/Los_Angeles;34.9058;-117.8836;EN;Edwards Air Force Base
EEA;EEA;BR;Airport;-03:00;America/Araguaina;-27.6339;-50.3567;EN;Correia Reg Do Planalto Serano
EED;EED;US;Airport;-08:00;America/Los_Angeles;34.85;-114.6167;EN;Needles
EEK;EEK;US;Airport;-09:00;America/Anchorage;60.215;-162.0119;EN;Eek
EEL;EEL;ES;Rail Station;+01:00;Europe/Madrid;42.0594;-1.5975;EN;Tudela Rail Station
EEM;ABC;ES;Rail Station;+01:00;Europe/Madrid;38.9994;-1.8483;EN;Albacete Rail Station
EEN;EEN;US;Airport;-05:00;America/New_York;42.9;-72.2667;EN;Keene Dillant Hopkins Municipal
EEP;PNA;ES;Rail Station;+01:00;Europe/Madrid;42.8253;-1.6617;EN;Pamplona Rail Station
EER;REU;ES;Rail Station;+01:00;Europe/Madrid;41.1606;1.1003;EN;Reus Rail Station
EES;EES;EG;Airport;+02:00;Africa/Cairo;23.9867;35.4592;EN;Berenice International
EEU;LEN;ES;Rail Station;+01:00;Europe/Madrid;42.5961;-5.5828;EN;Leon Rail Station
EFB;EFB;US;Airport;-09:00;America/Anchorage;58.0;-135.7333;EN;Eight Fathom Bight
EFD;HOU;US;Airport;-06:00;America/Chicago;29.6056;-95.1553;EN;Houston Ellington
EFG;EFG;PG;Airport;+10:00;Pacific/Port_Moresby;-9.15;147.6667;EN;Efogi
EFK;EFK;US;Airport;-05:00;America/New_York;44.8917;-72.2294;EN;Newport State
EFL;EFL;GR;Airport;+02:00;Europe/Athens;38.12;20.5006;EN;Kefallinia
EFO;EFO;US;Airport;-09:00;America/Anchorage;64.7;-164.2833;EN;East Forks
EFW;EFW;US;Airport;-06:00;America/Chicago;42.0167;-94.3833;EN;Jefferson Municipal
EGA;EGA;PG;Airport;+10:00;Pacific/Port_Moresby;-6.9167;146.1;EN;Engati
EGC;EGC;FR;Airport;+01:00;Europe/Paris;44.8244;0.5206;EN;Bergerac Roumaniere
EGE;EGE;US;Airport;-07:00;America/Denver;39.6425;-106.9178;EN;Vail/Eagle
EGI;VPS;US;Airport;-06:00;America/Chicago;30.4833;-86.5;EN;Crestview Duke Field
EGL;EGL;ET;Airport;+03:00;Africa/Addis_Ababa;5.2833;39.7;EN;Negele
EGM;EGM;SB;Airport;+11:00;Pacific/Guadalcanal;-8.5786;157.8756;EN;Seghe
EGN;EGN;SD;Airport;+02:00;Africa/Khartoum;13.4836;22.4725;EN;Geneina
EGO;EGO;RU;Airport;+03:00;Europe/Moscow;50.6439;36.59;EN;Belgorod
EGP;EGP;US;Airport;-06:00;America/Chicago;28.8667;-100.5333;EN;Eagle Pass Maverick Co. Mem. Intl
EGS;EGS;IS;Airport;+00:00;Atlantic/Reykjavik;65.2833;-14.4014;EN;Egilsstadir
EGV;EGV;US;Airport;-06:00;America/Chicago;45.9333;-89.2667;EN;Eagle River Union
EGX;EGX;US;Airport;-09:00;America/Anchorage;58.1856;-157.3756;EN;Egegik
EHL;EHL;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-41.9667;-71.5167;EN;El Bolson
EHM;EHM;US;Airport;-09:00;America/Anchorage;58.6464;-162.0628;EN;Cape Newenham
EHT;EHT;US;Airport;-05:00;America/New_York;41.7667;-72.65;EN;East Hartford Rentschler
EHU;EHU;CN;Airport;+08:00;Asia/Shanghai;30.3414;115.0294;EN;Ezhou Huahu
EIA;EIA;PG;Airport;+10:00;Pacific/Port_Moresby;-8.2;147.85;EN;Eia Popondetta
EIB;EIB;DE;Airport;+01:00;Europe/Berlin;50.9928;10.4728;EN;Eisenach Kindel
EIE;EIE;RU;Airport;+07:00;Asia/Tomsk;58.4733;92.1128;EN;Yeniseysk
EIH;EIH;AU;Airport;+10:00;Australia/Brisbane;-18.5;144.1;EN;Einasleigh
EIK;EIK;RU;Airport;+03:00;Europe/Moscow;46.6789;38.2122;EN;Yeysk
EIL;FAI;US;Airport;-09:00;America/Anchorage;64.6667;-147.1;EN;Fairbanks Eielson Afb
EIN;EIN;NL;Airport;+01:00;Europe/Amsterdam;51.45;5.3744;EN;Eindhoven
EIS;TOV;VG;Airport;-04:00;America/Tortola;18.4447;-64.5431;EN;Tortola Terrence B Lettsome
EIY;EIY;IL;Airport;+02:00;Asia/Jerusalem;30.6333;35.1833;EN;Ein Yahav
EIZ;EIB;DE;Rail Station;+01:00;Europe/Berlin;50.9764;10.3314;EN;Eisenach Central Station
EJA;EJA;CO;Airport;-05:00;America/Bogota;7.0244;-73.8067;EN;Barrancabermeja Yariguies
EJH;EJH;SA;Airport;+03:00;Asia/Riyadh;26.1986;36.4764;EN;Wedjh
EJJ;SHS;CN;Rail Station;+08:00;Asia/Shanghai;30.3728;112.2075;EN;Jingzhou Rail Station
EJN;EJN;CN;Airport;+08:00;Asia/Shanghai;42.0147;101.0022;EN;Ejina Banner Taolai Airport
EJQ;KHN;CN;Rail Station;+08:00;Asia/Shanghai;32.6036;110.7817;EN;Shiyan Rail Station
EJT;EJT;MH;Airport;+12:00;Pacific/Majuro;6.0406;171.9831;EN;Enejet Island
EKA;ACV;US;Airport;-08:00;America/Los_Angeles;40.8;-124.1167;EN;Arcata/Eureka Murray Field
EKB;EKB;KZ;Airport;+06:00;Asia/Almaty;51.5833;75.2167;EN;Ekibastuz
EKD;EKD;AU;Airport;+09:30;Australia/Darwin;-21.0333;135.25;EN;Elkedra
EKE;EKE;GY;Airport;-04:00;America/Guyana;6.6667;-60.85;EN;Ekereku
EKG;BJS;CN;Bus Station;+08:00;Asia/Shanghai;39.9028;116.4789;EN;Beijing Bawangfen Bus Station
EKI;EKI;US;Airport;-05:00;America/New_York;41.7167;-85.9833;EN;Elkhart Municipal
EKN;EKN;US;Airport;-05:00;America/New_York;38.89;-79.8578;EN;Elkins Randolph County
EKO;EKO;US;Airport;-08:00;America/Los_Angeles;40.8275;-115.7814;EN;Elko
EKS;EKS;RU;Airport;+11:00;Asia/Srednekolymsk;49.1922;142.0811;EN;Shakhtersk
EKT;EKT;SE;Airport;+01:00;Europe/Stockholm;59.35;16.7167;EN;Eskilstuna Kjula
EKX;EKX;US;Airport;-05:00;America/New_York;37.7;-85.8667;EN;Elizabethtown Regional-Addington Fld
ELA;ELA;US;Airport;-06:00;America/Chicago;29.5833;-96.3333;EN;Eagle Lake
ELB;ELB;CO;Airport;-05:00;America/Bogota;9.05;-73.9667;EN;El Banco Las Flores
ELC;ELC;AU;Airport;+09:30;Australia/Darwin;-12.0194;135.5706;EN;Elcho Island
ELD;ELD;US;Airport;-06:00;America/Chicago;33.2211;-92.8133;EN;El Dorado South Arkansas Rgnl
ELE;ELE;PA;Airport;-05:00;America/Panama;8.1167;-77.7167;EN;El Real
ELF;ELF;SD;Airport;+02:00;Africa/Khartoum;13.615;25.3247;EN;El Fasher
ELG;ELG;DZ;Airport;+01:00;Africa/Algiers;30.5817;2.8617;EN;El Golea
ELH;ELH;BS;Airport;-05:00;America/Nassau;25.475;-76.6836;EN;North Eleuthera
ELI;ELI;US;Airport;-09:00;America/Anchorage;64.6156;-162.2703;EN;Elim
ELJ;ELJ;CO;Airport;-05:00;America/Bogota;2.0;-74.1333;EN;El Recreo
ELK;ELK;US;Airport;-06:00;America/Chicago;35.4;-99.4167;EN;Elk City Regional Business
ELL;ELL;ZA;Airport;+02:00;Africa/Johannesburg;-23.7261;27.6889;EN;Ellisras Matimba
ELM;ELM;US;Airport;-05:00;America/New_York;42.16;-76.8917;EN;Elmira/Corning
ELN;ELN;US;Airport;-08:00;America/Los_Angeles;47.0333;-120.5333;EN;Ellensburg Bowers Field
ELO;ELO;AR;Airport;-03:00;America/Argentina/Buenos_Aires;-26.4;-54.6333;EN;Eldorado
ELP;ELP;US;Airport;-07:00;America/Denver;31.8025;-106.3983;EN;El Paso
ELQ;ELQ;SA;Airport;+03:00;Asia/Riyadh;26.3028;43.7739;EN;Gassim
ELR;ELR;ID;Airport;+09:00;Asia/Jayapura;-3.7828;139.3861;EN;Elelim
ELS;ELS;ZA;Airport;+02:00;Africa/Johannesburg;-33.0356;27.8258;EN;East London
ELT;ELT;EG;Airport;+02:00;Africa/Cairo;28.2;33.65;EN;El-Tor
ELU;ELU;DZ;Airport;+01:00;Africa/Algiers;33.5128;6.7828;EN;El Oued Guemar
ELV;ELV;US;Airport;-09:00;America/Anchorage;58.1953;-136.3475;EN;Elfin Cove
ELW;ELW;US;Airport;-09:00;America/Anchorage;60.8972;-146.6125;EN;Ellamar Sea Plane Base
ELX;ELX;VE;Airport;-04:00;America/Caracas;8.8833;-64.2667;EN;El Tigre
ELY;ELY;US;Airport;-08:00;America/Los_Angeles;39.3;-114.85;EN;Ely Yelland Field
ELZ;ELZ;US;Airport;-05:00;America/New_York;42.1167;-77.9333;EN;Wellsville Municipal
EMA;NQT;GB;Airport;+00:00;Europe/London;52.8311;-1.3281;EN;East Midlands
EMB;SFO;US;Airport;-08:00;America/Los_Angeles;37.6336;-122.3669;EN;San Francisco Embarcadero Apt
EMD;EMD;AU;Airport;+10:00;Australia/Brisbane;-23.57;148.1778;EN;Emerald
EME;EME;DE;Airport;+01:00;Europe/Berlin;53.3911;7.2256;EN;Emden
EMG;EMG;ZA;Airport;+02:00;Africa/Johannesburg;-28.7333;31.9;EN;Empangeni
EMI;EMI;PG;Airport;+10:00;Pacific/Port_Moresby;-1.65;149.9667;EN;Emirau
EMJ;KWE;CN;Rail Station;+08:00;Asia/Shanghai;26.5567;106.7025;EN;Guiyang Railway Station
EMK;EMK;US;Airport;-09:00;America/Anchorage;62.7861;-164.4908;EN;Emmonak
EML;EML;CH;Airport;+01:00;Europe/Zurich;47.0922;8.3047;EN;Emmen
EMM;EMM;US;Airport;-07:00;America/Denver;41.85;-110.55;EN;Kemmerer Municipal
EMN;EMN;MR;Airport;+00:00;Africa/Nouakchott;16.6219;-7.3167;EN;Nema
